"ibge","municipio","latitude","longitude","cod_estado","estado","uf","regiao","capital"
171250,"Marianópolis do Tocantins",-9.79377,-49.6553,17,"Tocantins","TO","Norte",0
352890,"Mariápolis",-21.7959,-51.1824,35,"São Paulo","SP","Sudeste",0
270480,"Maribondo",-9.58353,-36.3045,27,"Alagoas","AL","Nordeste",0
330270,"Maricá",-22.9354,-42.8246,33,"Rio de Janeiro","RJ","Sudeste",0
314010,"Marilac",-18.5079,-42.0822,31,"Minas Gerais","MG","Sudeste",0
320335,"Marilândia",-19.4114,-40.5456,32,"Espírito Santo","ES","Sudeste",0
411490,"Marilândia do Sul",-23.7425,-51.3137,41,"Paraná","PR","Sul",0
411500,"Marilena",-22.7336,-53.0402,41,"Paraná","PR","Sul",0
352900,"Marília",-22.2171,-49.9501,35,"São Paulo","SP","Sudeste",0
411510,"Mariluz",-24.0089,-53.1432,41,"Paraná","PR","Sul",0
411520,"Maringá",-23.4205,-51.9333,41,"Paraná","PR","Sul",0
352910,"Marinópolis",-20.4389,-50.8254,35,"São Paulo","SP","Sudeste",0
314015,"Mário Campos",-20.0582,-44.1883,31,"Minas Gerais","MG","Sudeste",0
411530,"Mariópolis",-26.355,-52.5532,41,"Paraná","PR","Sul",0
411535,"Maripá",-24.42,-53.8286,41,"Paraná","PR","Sul",0
314020,"Maripá de Minas",-21.6979,-42.9546,31,"Minas Gerais","MG","Sudeste",0
150442,"Marituba",-1.36002,-48.3421,15,"Pará","PA","Norte",0
250915,"Marizópolis",-6.82748,-38.3528,25,"Paraíba","PB","Nordeste",0
314030,"Marliéria",-19.7096,-42.7327,31,"Minas Gerais","MG","Sudeste",0
411540,"Marmeleiro",-26.1472,-53.0267,41,"Paraná","PR","Sul",0
314040,"Marmelópolis",-22.447,-45.1645,31,"Minas Gerais","MG","Sudeste",0
431205,"Marques de Souza",-29.3311,-52.0973,43,"Rio Grande do Sul","RS","Sul",0
411545,"Marquinho",-25.112,-52.2497,41,"Paraná","PR","Sul",0
314050,"Martinho Campos",-19.3306,-45.2434,31,"Minas Gerais","MG","Sudeste",0
230790,"Martinópole",-3.2252,-40.6896,23,"Ceará","CE","Nordeste",0
352920,"Martinópolis",-22.1462,-51.1709,35,"São Paulo","SP","Sudeste",0
240740,"Martins",-6.08279,-37.908,24,"Rio Grande do Norte","RN","Nordeste",0
314053,"Martins Soares",-20.2546,-41.8786,31,"Minas Gerais","MG","Sudeste",0
280400,"Maruim",-10.7308,-37.0856,28,"Sergipe","SE","Nordeste",0
411550,"Marumbi",-23.7058,-51.6404,41,"Paraná","PR","Sul",0
521290,"Marzagão",-17.983,-48.6415,52,"Goiás","GO","Centro-Oeste",0
292090,"Mascote",-15.5542,-39.3016,29,"Bahia","BA","Nordeste",0
230800,"Massapê",-3.52364,-40.3423,23,"Ceará","CE","Nordeste",0
220605,"Massapê do Piauí",-7.47469,-41.1103,22,"Piauí","PI","Nordeste",0
250920,"Massaranduba",-7.18995,-35.7848,25,"Paraíba","PB","Nordeste",0
421060,"Massaranduba",-26.6109,-49.0054,42,"Santa Catarina","SC","Sul",0
431210,"Mata",-29.5649,-54.4641,43,"Rio Grande do Sul","RS","Sul",0
292100,"Mata de São João",-12.5307,-38.3009,29,"Bahia","BA","Nordeste",0
270500,"Mata Grande",-9.11824,-37.7323,27,"Alagoas","AL","Nordeste",0
210640,"Mata Roma",-3.62035,-43.1112,21,"Maranhão","MA","Nordeste",0
314055,"Mata Verde",-15.6869,-40.7366,31,"Minas Gerais","MG","Sudeste",0
352930,"Matão",-21.6025,-48.364,35,"São Paulo","SP","Sudeste",0
250930,"Mataraca",-6.59673,-35.0531,25,"Paraíba","PB","Nordeste",0
171270,"Mateiros",-10.5464,-46.4168,17,"Tocantins","TO","Norte",0
411560,"Matelândia",-25.2496,-53.9935,41,"Paraná","PR","Sul",0
314060,"Materlândia",-18.4699,-43.0579,31,"Minas Gerais","MG","Sudeste",0
314070,"Mateus Leme",-19.9794,-44.4318,31,"Minas Gerais","MG","Sudeste",0
317150,"Mathias Lobato",-18.59,-41.9166,31,"Minas Gerais","MG","Sudeste",0
314080,"Matias Barbosa",-21.869,-43.3135,31,"Minas Gerais","MG","Sudeste",0
314085,"Matias Cardoso",-14.8563,-43.9146,31,"Minas Gerais","MG","Sudeste",0
220610,"Matias Olímpio",-3.71492,-42.5507,22,"Piauí","PI","Nordeste",0
292105,"Matina",-13.9109,-42.8439,29,"Bahia","BA","Nordeste",0
210650,"Matinha",-3.09849,-45.035,21,"Maranhão","MA","Nordeste",0
250933,"Matinhas",-7.12486,-35.7669,25,"Paraíba","PB","Nordeste",0
411570,"Matinhos",-25.8237,-48.549,41,"Paraná","PR","Sul",0
314090,"Matipó",-20.2873,-42.3401,31,"Minas Gerais","MG","Sudeste",0
431213,"Mato Castelhano",-28.28,-52.1932,43,"Rio Grande do Sul","RS","Sul",0
250937,"Mato Grosso",-6.54018,-37.7279,25,"Paraíba","PB","Nordeste",0
431215,"Mato Leitão",-29.5285,-52.1278,43,"Rio Grande do Sul","RS","Sul",0
431217,"Mato Queimado",-28.252,-54.6159,43,"Rio Grande do Sul","RS","Sul",0
411573,"Mato Rico",-24.6995,-52.1454,41,"Paraná","PR","Sul",0
314100,"Mato Verde",-15.3944,-42.86,31,"Minas Gerais","MG","Sudeste",0
210660,"Matões",-5.51359,-43.2018,21,"Maranhão","MA","Nordeste",0
210663,"Matões do Norte",-3.6244,-44.5468,21,"Maranhão","MA","Nordeste",0
421070,"Matos Costa",-26.4709,-51.1501,42,"Santa Catarina","SC","Sul",0
314110,"Matozinhos",-19.5543,-44.0868,31,"Minas Gerais","MG","Sudeste",0
521295,"Matrinchã",-15.4342,-50.7456,52,"Goiás","GO","Centro-Oeste",0
270510,"Matriz de Camaragibe",-9.15437,-35.5243,27,"Alagoas","AL","Nordeste",0
510560,"Matupá",-10.1821,-54.9467,51,"Mato Grosso","MT","Centro-Oeste",0
250939,"Maturéia",-7.26188,-37.351,25,"Paraíba","PB","Nordeste",0
314120,"Matutina",-19.2179,-45.9664,31,"Minas Gerais","MG","Sudeste",0
352940,"Mauá",-23.6677,-46.4613,35,"São Paulo","SP","Sudeste",0
411575,"Mauá da Serra",-23.8988,-51.2277,41,"Paraná","PR","Sul",0
130290,"Maués",-3.39289,-57.7067,13,"Amazonas","AM","Norte",0
521300,"Maurilândia",-17.9719,-50.3388,52,"Goiás","GO","Centro-Oeste",0
171280,"Maurilândia do Tocantins",-5.95169,-47.5125,17,"Tocantins","TO","Norte",0
230810,"Mauriti",-7.38597,-38.7708,23,"Ceará","CE","Nordeste",0
240750,"Maxaranguape",-5.52181,-35.2631,24,"Rio Grande do Norte","RN","Nordeste",0
431220,"Maximiliano de Almeida",-27.6325,-51.802,43,"Rio Grande do Sul","RS","Sul",0
160040,"Mazagão",-0.11336,-51.2891,16,"Amapá","AP","Norte",0
314130,"Medeiros",-19.9865,-46.2181,31,"Minas Gerais","MG","Sudeste",0
292110,"Medeiros Neto",-17.3707,-40.2238,29,"Bahia","BA","Nordeste",0
411580,"Medianeira",-25.2977,-54.0943,41,"Paraná","PR","Sul",0
150445,"Medicilândia",-3.44637,-52.8875,15,"Pará","PA","Norte",0
314140,"Medina",-16.2245,-41.4728,31,"Minas Gerais","MG","Sudeste",0
421080,"Meleiro",-28.8244,-49.6378,42,"Santa Catarina","SC","Sul",0
150450,"Melgaço",-1.8032,-50.7149,15,"Pará","PA","Norte",0
330280,"Mendes",-22.5245,-43.7312,33,"Rio de Janeiro","RJ","Sudeste",0
314150,"Mendes Pimentel",-18.6631,-41.4052,31,"Minas Gerais","MG","Sudeste",0
352950,"Mendonça",-21.1757,-49.5791,35,"São Paulo","SP","Sudeste",0
411585,"Mercedes",-24.4538,-54.1618,41,"Paraná","PR","Sul",0
314160,"Mercês",-21.1976,-43.3337,31,"Minas Gerais","MG","Sudeste",0
352960,"Meridiano",-20.3579,-50.1811,35,"São Paulo","SP","Sudeste",0
230820,"Meruoca",-3.53974,-40.4531,23,"Ceará","CE","Nordeste",0
352965,"Mesópolis",-19.9684,-50.6326,35,"São Paulo","SP","Sudeste",0
314170,"Mesquita",-19.224,-42.6079,31,"Minas Gerais","MG","Sudeste",0
330285,"Mesquita",-22.8028,-43.4601,33,"Rio de Janeiro","RJ","Sudeste",0
270520,"Messias",-9.39384,-35.8392,27,"Alagoas","AL","Nordeste",0
240760,"Messias Targino",-6.07194,-37.5158,24,"Rio Grande do Norte","RN","Nordeste",0
220620,"Miguel Alves",-4.16857,-42.8963,22,"Piauí","PI","Nordeste",0
292120,"Miguel Calmon",-11.4299,-40.6031,29,"Bahia","BA","Nordeste",0
220630,"Miguel Leão",-5.68077,-42.7436,22,"Piauí","PI","Nordeste",0
330290,"Miguel Pereira",-22.4572,-43.4803,33,"Rio de Janeiro","RJ","Sudeste",0
352970,"Miguelópolis",-20.1796,-48.031,35,"São Paulo","SP","Sudeste",0
230830,"Milagres",-7.29749,-38.9378,23,"Ceará","CE","Nordeste",0
292130,"Milagres",-12.8646,-39.8611,29,"Bahia","BA","Nordeste",0
210667,"Milagres do Maranhão",-3.57443,-42.6131,21,"Maranhão","MA","Nordeste",0
230835,"Milhã",-5.67252,-39.1875,23,"Ceará","CE","Nordeste",0
220635,"Milton Brandão",-4.68295,-41.4173,22,"Piauí","PI","Nordeste",0
521305,"Mimoso de Goiás",-15.0515,-48.1611,52,"Goiás","GO","Centro-Oeste",0
320340,"Mimoso do Sul",-21.0628,-41.3615,32,"Espírito Santo","ES","Sudeste",0
521308,"Minaçu",-13.5304,-48.2206,52,"Goiás","GO","Centro-Oeste",0
270530,"Minador do Negrão",-9.31236,-36.8696,27,"Alagoas","AL","Nordeste",0
431225,"Minas do Leão",-30.1346,-52.0423,43,"Rio Grande do Sul","RS","Sul",0
314180,"Minas Novas",-17.2156,-42.5884,31,"Minas Gerais","MG","Sudeste",0
314190,"Minduri",-21.6797,-44.6051,31,"Minas Gerais","MG","Sudeste",0
521310,"Mineiros",-17.5654,-52.5537,52,"Goiás","GO","Centro-Oeste",0
352980,"Mineiros do Tietê",-22.412,-48.451,35,"São Paulo","SP","Sudeste",0
110120,"Ministro Andreazza",-11.196,-61.5174,11,"Rondônia","RO","Norte",0
353000,"Mira Estrela",-19.9789,-50.139,35,"São Paulo","SP","Sudeste",0
314200,"Mirabela",-16.256,-44.1602,31,"Minas Gerais","MG","Sudeste",0
352990,"Miracatu",-24.2766,-47.4625,35,"São Paulo","SP","Sudeste",0
330300,"Miracema",-21.4148,-42.1938,33,"Rio de Janeiro","RJ","Sudeste",0
171320,"Miracema do Tocantins",-9.56556,-48.393,17,"Tocantins","TO","Norte",0
210670,"Mirador",-6.37454,-44.3683,21,"Maranhão","MA","Nordeste",0
411590,"Mirador",-23.255,-52.7761,41,"Paraná","PR","Sul",0
314210,"Miradouro",-20.8899,-42.3458,31,"Minas Gerais","MG","Sudeste",0
431230,"Miraguaí",-27.497,-53.6891,43,"Rio Grande do Sul","RS","Sul",0
314220,"Miraí",-21.2021,-42.6122,31,"Minas Gerais","MG","Sudeste",0
230837,"Miraíma",-3.56867,-39.9663,23,"Ceará","CE","Nordeste",0
500560,"Miranda",-20.2355,-56.3746,50,"Mato Grosso do Sul","MS","Centro-Oeste",0
210675,"Miranda do Norte",-3.56313,-44.5814,21,"Maranhão","MA","Nordeste",0
260930,"Mirandiba",-8.12113,-38.7388,26,"Pernambuco","PE","Nordeste",0
353010,"Mirandópolis",-21.1313,-51.1035,35,"São Paulo","SP","Sudeste",0
292140,"Mirangaba",-10.961,-40.574,29,"Bahia","BA","Nordeste",0
171330,"Miranorte",-9.52907,-48.5922,17,"Tocantins","TO","Norte",0
292145,"Mirante",-14.2385,-40.7718,29,"Bahia","BA","Nordeste",0
110130,"Mirante da Serra",-11.029,-62.6696,11,"Rondônia","RO","Norte",0
353020,"Mirante do Paranapanema",-22.2904,-51.9084,35,"São Paulo","SP","Sudeste",0
411600,"Miraselva",-22.9657,-51.4846,41,"Paraná","PR","Sul",0
353030,"Mirassol",-20.8169,-49.5206,35,"São Paulo","SP","Sudeste",0
510562,"Mirassol d'Oeste",-15.6759,-58.0951,51,"Mato Grosso","MT","Centro-Oeste",0
353040,"Mirassolândia",-20.6179,-49.4617,35,"São Paulo","SP","Sudeste",0
314225,"Miravânia",-14.7348,-44.4092,31,"Minas Gerais","MG","Sudeste",0
421085,"Mirim Doce",-27.197,-50.0786,42,"Santa Catarina","SC","Sul",0
210680,"Mirinzal",-2.07094,-44.7787,21,"Maranhão","MA","Nordeste",0
411605,"Missal",-25.0919,-54.2477,41,"Paraná","PR","Sul",0
230840,"Missão Velha",-7.23522,-39.143,23,"Ceará","CE","Nordeste",0
150460,"Mocajuba",-2.5831,-49.5042,15,"Pará","PA","Norte",0
353050,"Mococa",-21.4647,-47.0024,35,"São Paulo","SP","Sudeste",0
421090,"Modelo",-26.7729,-53.04,42,"Santa Catarina","SC","Sul",0
314230,"Moeda",-20.3399,-44.0509,31,"Minas Gerais","MG","Sudeste",0
314240,"Moema",-19.8387,-45.4127,31,"Minas Gerais","MG","Sudeste",0
250940,"Mogeiro",-7.28517,-35.4832,25,"Paraíba","PB","Nordeste",0
353060,"Mogi das Cruzes",-23.5208,-46.1854,35,"São Paulo","SP","Sudeste",0
353070,"Mogi Guaçu",-22.3675,-46.9428,35,"São Paulo","SP","Sudeste",0
353080,"Mogi Mirim",-22.4332,-46.9532,35,"São Paulo","SP","Sudeste",0
521340,"Moiporá",-16.5434,-50.739,52,"Goiás","GO","Centro-Oeste",0
280410,"Moita Bonita",-10.5769,-37.3512,28,"Sergipe","SE","Nordeste",0
150470,"Moju",-1.88993,-48.7668,15,"Pará","PA","Norte",0
150475,"Mojuí dos Campos",-2.6822,-54.6425,15,"Pará","PA","Norte",0
230850,"Mombaça",-5.73844,-39.63,23,"Ceará","CE","Nordeste",0
353090,"Mombuca",-22.9285,-47.559,35,"São Paulo","SP","Sudeste",0
210690,"Monção",-3.48125,-45.2496,21,"Maranhão","MA","Nordeste",0
353100,"Monções",-20.8509,-50.0975,35,"São Paulo","SP","Sudeste",0
421100,"Mondaí",-27.1008,-53.4032,42,"Santa Catarina","SC","Sul",0
353110,"Mongaguá",-24.0809,-46.6265,35,"São Paulo","SP","Sudeste",0
314250,"Monjolos",-18.3245,-44.118,31,"Minas Gerais","MG","Sudeste",0
220640,"Monsenhor Gil",-5.562,-42.6075,22,"Piauí","PI","Nordeste",0
220650,"Monsenhor Hipólito",-6.99275,-41.026,22,"Piauí","PI","Nordeste",0
314260,"Monsenhor Paulo",-21.7579,-45.5391,31,"Minas Gerais","MG","Sudeste",0
230860,"Monsenhor Tabosa",-4.79102,-40.0646,23,"Ceará","CE","Nordeste",0
250950,"Montadas",-7.08848,-35.9592,25,"Paraíba","PB","Nordeste",0
314270,"Montalvânia",-14.4197,-44.3719,31,"Minas Gerais","MG","Sudeste",0
320350,"Montanha",-18.1303,-40.3668,32,"Espírito Santo","ES","Sudeste",0
240770,"Montanhas",-6.48522,-35.2842,24,"Rio Grande do Norte","RN","Nordeste",0
431235,"Montauri",-28.6462,-52.0767,43,"Rio Grande do Sul","RS","Sul",0
150480,"Monte Alegre",-1.99768,-54.0724,15,"Pará","PA","Norte",0
240780,"Monte Alegre",-6.07063,-35.3253,24,"Rio Grande do Norte","RN","Nordeste",0
521350,"Monte Alegre de Goiás",-13.2552,-46.8928,52,"Goiás","GO","Centro-Oeste",0
314280,"Monte Alegre de Minas",-18.869,-48.881,31,"Minas Gerais","MG","Sudeste",0
280420,"Monte Alegre de Sergipe",-10.0256,-37.5616,28,"Sergipe","SE","Nordeste",0
220660,"Monte Alegre do Piauí",-9.75364,-45.3037,22,"Piauí","PI","Nordeste",0
353120,"Monte Alegre do Sul",-22.6817,-46.681,35,"São Paulo","SP","Sudeste",0
431237,"Monte Alegre dos Campos",-28.6805,-50.7834,43,"Rio Grande do Sul","RS","Sul",0
353130,"Monte Alto",-21.2655,-48.4971,35,"São Paulo","SP","Sudeste",0
353140,"Monte Aprazível",-20.768,-49.7184,35,"São Paulo","SP","Sudeste",0
314290,"Monte Azul",-15.1514,-42.8718,31,"Minas Gerais","MG","Sudeste",0
353150,"Monte Azul Paulista",-20.9065,-48.6387,35,"São Paulo","SP","Sudeste",0
314300,"Monte Belo",-21.3271,-46.3635,31,"Minas Gerais","MG","Sudeste",0
431238,"Monte Belo do Sul",-29.1607,-51.6333,43,"Rio Grande do Sul","RS","Sul",0
421105,"Monte Carlo",-27.2239,-50.9808,42,"Santa Catarina","SC","Sul",0
314310,"Monte Carmelo",-18.7302,-47.4912,31,"Minas Gerais","MG","Sudeste",0
353160,"Monte Castelo",-21.2981,-51.5679,35,"São Paulo","SP","Sudeste",0
421110,"Monte Castelo",-26.461,-50.2327,42,"Santa Catarina","SC","Sul",0
240790,"Monte das Gameleiras",-6.43698,-35.7831,24,"Rio Grande do Norte","RN","Nordeste",0
171360,"Monte do Carmo",-10.7611,-48.1114,17,"Tocantins","TO","Norte",0
314315,"Monte Formoso",-16.8691,-41.2473,31,"Minas Gerais","MG","Sudeste",0
250960,"Monte Horebe",-7.20402,-38.5838,25,"Paraíba","PB","Nordeste",0
353180,"Monte Mor",-22.945,-47.3122,35,"São Paulo","SP","Sudeste",0
110140,"Monte Negro",-10.2458,-63.29,11,"Rondônia","RO","Norte",0
292150,"Monte Santo",-10.4374,-39.3321,29,"Bahia","BA","Nordeste",0
314320,"Monte Santo de Minas",-21.1873,-46.9753,31,"Minas Gerais","MG","Sudeste",0
171370,"Monte Santo do Tocantins",-10.0075,-48.9941,17,"Tocantins","TO","Norte",0
314340,"Monte Sião",-22.4335,-46.573,31,"Minas Gerais","MG","Sudeste",0
250970,"Monteiro",-7.88363,-37.1184,25,"Paraíba","PB","Nordeste",0
353170,"Monteiro Lobato",-22.9544,-45.8407,35,"São Paulo","SP","Sudeste",0
270540,"Monteirópolis",-9.60357,-37.2505,27,"Alagoas","AL","Nordeste",0
431240,"Montenegro",-29.6824,-51.4679,43,"Rio Grande do Sul","RS","Sul",0
210700,"Montes Altos",-5.83067,-47.0673,21,"Maranhão","MA","Nordeste",0
314330,"Montes Claros",-16.7282,-43.8578,31,"Minas Gerais","MG","Sudeste",0
521370,"Montes Claros de Goiás",-16.0059,-51.3979,52,"Goiás","GO","Centro-Oeste",0
314345,"Montezuma",-15.1702,-42.4941,31,"Minas Gerais","MG","Sudeste",0
521375,"Montividiu",-17.4439,-51.1728,52,"Goiás","GO","Centro-Oeste",0
521377,"Montividiu do Norte",-13.3485,-48.6853,52,"Goiás","GO","Centro-Oeste",0
230870,"Morada Nova",-5.09736,-38.3702,23,"Ceará","CE","Nordeste",0
314350,"Morada Nova de Minas",-18.5998,-45.3584,31,"Minas Gerais","MG","Sudeste",0
230880,"Moraújo",-3.46311,-40.6776,23,"Ceará","CE","Nordeste",0
261430,"Moreilândia",-7.61931,-39.546,26,"Pernambuco","PE","Nordeste",0
411610,"Moreira Sales",-24.0509,-53.0102,41,"Paraná","PR","Sul",0
260940,"Moreno",-8.10871,-35.0835,26,"Pernambuco","PE","Nordeste",0
431242,"Mormaço",-28.6968,-52.6999,43,"Rio Grande do Sul","RS","Sul",0
292160,"Morpará",-11.5569,-43.2766,29,"Bahia","BA","Nordeste",0
411620,"Morretes",-25.4744,-48.8345,41,"Paraná","PR","Sul",0
230890,"Morrinhos",-3.23426,-40.1233,23,"Ceará","CE","Nordeste",0
521380,"Morrinhos",-17.7334,-49.1059,52,"Goiás","GO","Centro-Oeste",0
431244,"Morrinhos do Sul",-29.3578,-49.9328,43,"Rio Grande do Sul","RS","Sul",0
353190,"Morro Agudo",-20.7288,-48.0581,35,"São Paulo","SP","Sudeste",0
521385,"Morro Agudo de Goiás",-15.3184,-50.0553,52,"Goiás","GO","Centro-Oeste",0
220665,"Morro Cabeça no Tempo",-9.71891,-43.9072,22,"Piauí","PI","Nordeste",0
421120,"Morro da Fumaça",-28.6511,-49.2169,42,"Santa Catarina","SC","Sul",0
314360,"Morro da Garça",-18.5356,-44.601,31,"Minas Gerais","MG","Sudeste",0
292170,"Morro do Chapéu",-11.5488,-41.1565,29,"Bahia","BA","Nordeste",0
220667,"Morro do Chapéu do Piauí",-3.73337,-42.3024,22,"Piauí","PI","Nordeste",0
314370,"Morro do Pilar",-19.2236,-43.3795,31,"Minas Gerais","MG","Sudeste",0
421125,"Morro Grande",-28.8006,-49.7214,42,"Santa Catarina","SC","Sul",0
431245,"Morro Redondo",-31.5887,-52.6261,43,"Rio Grande do Sul","RS","Sul",0
431247,"Morro Reuter",-29.5379,-51.0811,43,"Rio Grande do Sul","RS","Sul",0
210710,"Morros",-2.85379,-44.0357,21,"Maranhão","MA","Nordeste",0
292180,"Mortugaba",-15.0225,-42.3727,29,"Bahia","BA","Nordeste",0
353200,"Morungaba",-22.8811,-46.7896,35,"São Paulo","SP","Sudeste",0
521390,"Mossâmedes",-16.124,-50.2136,52,"Goiás","GO","Centro-Oeste",0
240800,"Mossoró",-5.18374,-37.3474,24,"Rio Grande do Norte","RN","Nordeste",0
431250,"Mostardas",-31.1054,-50.9167,43,"Rio Grande do Sul","RS","Sul",0
353205,"Motuca",-21.5103,-48.1538,35,"São Paulo","SP","Sudeste",0
521400,"Mozarlândia",-14.7457,-50.5713,52,"Goiás","GO","Centro-Oeste",0
150490,"Muaná",-1.53936,-49.2224,15,"Pará","PA","Norte",0
140030,"Mucajaí",2.43998,-60.9096,14,"Roraima","RR","Norte",0
230900,"Mucambo",-3.90271,-40.7452,23,"Ceará","CE","Nordeste",0
292190,"Mucugê",-13.0053,-41.3703,29,"Bahia","BA","Nordeste",0
431260,"Muçum",-29.163,-51.8714,43,"Rio Grande do Sul","RS","Sul",0
292200,"Mucuri",-18.0754,-39.5565,29,"Bahia","BA","Nordeste",0
320360,"Mucurici",-18.0965,-40.52,32,"Espírito Santo","ES","Sudeste",0
431261,"Muitos Capões",-28.3132,-51.1836,43,"Rio Grande do Sul","RS","Sul",0
431262,"Muliterno",-28.3253,-51.7697,43,"Rio Grande do Sul","RS","Sul",0
230910,"Mulungu",-4.30294,-38.9951,23,"Ceará","CE","Nordeste",0
250980,"Mulungu",-7.02525,-35.46,25,"Paraíba","PB","Nordeste",0
292205,"Mulungu do Morro",-11.9648,-41.6374,29,"Bahia","BA","Nordeste",0
292210,"Mundo Novo",-11.8541,-40.4714,29,"Bahia","BA","Nordeste",0
500568,"Mundo Novo",-23.9355,-54.281,50,"Mato Grosso do Sul","MS","Centro-Oeste",0
521405,"Mundo Novo",-13.7729,-50.2814,52,"Goiás","GO","Centro-Oeste",0
314380,"Munhoz",-22.6092,-46.362,31,"Minas Gerais","MG","Sudeste",0
411630,"Munhoz de Melo",-23.1487,-51.7737,41,"Paraná","PR","Sul",0
292220,"Muniz Ferreira",-13.0092,-39.1092,29,"Bahia","BA","Nordeste",0
320370,"Muniz Freire",-20.4652,-41.4156,32,"Espírito Santo","ES","Sudeste",0
292225,"Muquém de São Francisco",-12.065,-43.5497,29,"Bahia","BA","Nordeste",0
320380,"Muqui",-20.9509,-41.346,32,"Espírito Santo","ES","Sudeste",0
314390,"Muriaé",-21.13,-42.3693,31,"Minas Gerais","MG","Sudeste",0
280430,"Muribeca",-10.4271,-36.9588,28,"Sergipe","SE","Nordeste",0
270550,"Murici",-9.30682,-35.9428,27,"Alagoas","AL","Nordeste",0
220669,"Murici dos Portelas",-3.319,-42.094,22,"Piauí","PI","Nordeste",0
171395,"Muricilândia",-7.14669,-48.6091,17,"Tocantins","TO","Norte",0
292230,"Muritiba",-12.6329,-38.9921,29,"Bahia","BA","Nordeste",0
353210,"Murutinga do Sul",-20.9908,-51.2774,35,"São Paulo","SP","Sudeste",0
292240,"Mutuípe",-13.2284,-39.5044,29,"Bahia","BA","Nordeste",0
314400,"Mutum",-19.8121,-41.4407,31,"Minas Gerais","MG","Sudeste",0
521410,"Mutunópolis",-13.7303,-49.2745,52,"Goiás","GO","Centro-Oeste",0
314410,"Muzambinho",-21.3692,-46.5213,31,"Minas Gerais","MG","Sudeste",0
314420,"Nacip Raydan",-18.4544,-42.2481,31,"Minas Gerais","MG","Sudeste",0
353215,"Nantes",-22.6156,-51.24,35,"São Paulo","SP","Sudeste",0
314430,"Nanuque",-17.8481,-40.3533,31,"Minas Gerais","MG","Sudeste",0
431265,"Não-Me-Toque",-28.4548,-52.8182,43,"Rio Grande do Sul","RS","Sul",0
314435,"Naque",-19.2291,-42.3312,31,"Minas Gerais","MG","Sudeste",0
353220,"Narandiba",-22.4057,-51.5274,35,"São Paulo","SP","Sudeste",0
240810,"Natal",-5.79357,-35.1986,24,"Rio Grande do Norte","RN","Nordeste",1
314437,"Natalândia",-16.5021,-46.4874,31,"Minas Gerais","MG","Sudeste",0
314440,"Natércia",-22.1158,-45.5123,31,"Minas Gerais","MG","Sudeste",0
171420,"Natividade",-11.7034,-47.7223,17,"Tocantins","TO","Norte",0
330310,"Natividade",-21.039,-41.9697,33,"Rio de Janeiro","RJ","Sudeste",0
353230,"Natividade da Serra",-23.3707,-45.4468,35,"São Paulo","SP","Sudeste",0
250990,"Natuba",-7.63514,-35.5586,25,"Paraíba","PB","Nordeste",0
421130,"Navegantes",-26.8943,-48.6546,42,"Santa Catarina","SC","Sul",0
500570,"Naviraí",-23.0618,-54.1995,50,"Mato Grosso do Sul","MS","Centro-Oeste",0
171430,"Nazaré",-6.37496,-47.6643,17,"Tocantins","TO","Norte",0
292250,"Nazaré",-13.0235,-39.0108,29,"Bahia","BA","Nordeste",0
260950,"Nazaré da Mata",-7.74149,-35.2193,26,"Pernambuco","PE","Nordeste",0
220670,"Nazaré do Piauí",-6.97023,-42.6773,22,"Piauí","PI","Nordeste",0
353240,"Nazaré Paulista",-23.1747,-46.3983,35,"São Paulo","SP","Sudeste",0
314450,"Nazareno",-21.2168,-44.6138,31,"Minas Gerais","MG","Sudeste",0
251000,"Nazarezinho",-6.9114,-38.322,25,"Paraíba","PB","Nordeste",0
220672,"Nazária",-5.35128,-42.8153,22,"Piauí","PI","Nordeste",0
521440,"Nazário",-16.5808,-49.8817,52,"Goiás","GO","Centro-Oeste",0
280440,"Neópolis",-10.3215,-36.585,28,"Sergipe","SE","Nordeste",0
314460,"Nepomuceno",-21.2324,-45.235,31,"Minas Gerais","MG","Sudeste",0
521450,"Nerópolis",-16.4047,-49.2227,52,"Goiás","GO","Centro-Oeste",0
353250,"Neves Paulista",-20.843,-49.6358,35,"São Paulo","SP","Sudeste",0
130300,"Nhamundá",-2.20793,-56.7112,13,"Amazonas","AM","Norte",0
353260,"Nhandeara",-20.6945,-50.0436,35,"São Paulo","SP","Sudeste",0
431267,"Nicolau Vergueiro",-28.5298,-52.4676,43,"Rio Grande do Sul","RS","Sul",0
292260,"Nilo Peçanha",-13.604,-39.1091,29,"Bahia","BA","Nordeste",0
330320,"Nilópolis",-22.8057,-43.4233,33,"Rio de Janeiro","RJ","Sudeste",0
210720,"Nina Rodrigues",-3.46788,-43.9134,21,"Maranhão","MA","Nordeste",0
314465,"Ninheira",-15.3148,-41.7564,31,"Minas Gerais","MG","Sudeste",0
500580,"Nioaque",-21.1419,-55.8296,50,"Mato Grosso do Sul","MS","Centro-Oeste",0
353270,"Nipoã",-20.9114,-49.7833,35,"São Paulo","SP","Sudeste",0
521460,"Niquelândia",-14.4662,-48.4599,52,"Goiás","GO","Centro-Oeste",0
240820,"Nísia Floresta",-6.09329,-35.1991,24,"Rio Grande do Norte","RN","Nordeste",0
330330,"Niterói",-22.8832,-43.1034,33,"Rio de Janeiro","RJ","Sudeste",0
510590,"Nobres",-14.7192,-56.3284,51,"Mato Grosso","MT","Centro-Oeste",0
